Art,Species,Spec_short,Anzahl,Jahr,Dauer,Laenge,Material,Temp_mean_Fruehling,KWB_Fruehling,Temp_stab_Fruehling,Temp_mean_Fruehling_Vorj,Temp_mean_Herbst_Vorj,Temp_mean_Winter_Vorj,KWB_Fruehling_Vorj,KWB_Sommer_Vorj,KWB_Herbst_Vorj,KWB_Winter_Vorj,X,Y,lat,lon
Phantomkroete,Pseudoamphicus paradoxus,Papa,5691,2014,kurz,554,Metall,10.603162672621,64.9326968643107,3.7324524172624,6.95494380149127,9.9689507210087,1.21891429547412,75.2396997355346,75.5561012781837,47.9325035848782,49.692827966931,341948.857595639,5676571.8163573,51.2186305623262,12.7368053524387
Phantomkroete,Pseudoamphicus paradoxus,Papa,2498,2015,kurz,554,Metall,9.1552371807676,36.2552666369952,2.34313419491549,10.603162672621,11.5603100811998,3.10794727073751,64.9326968643107,66.9791810978519,35.6279714520669,34.1153809438984,341948.857595639,5676571.8163573,51.2186305623262,12.7368053524387
Phantomkroete,Pseudoamphicus paradoxus,Papa,567,2016,kurz,554,Metall,9.20966793106555,41.3542889166933,1.82063182300541,9.1552371807676,9.99904061106756,3.85110285873359,36.2552666369952,96.2720202714388,63.6420680121566,31.5387859930596,341948.857595639,5676571.8163573,51.2186305623262,12.7368053524387
Phantomkroete,Pseudoamphicus paradoxus,Papa,293,2017,kurz,554,Metall,10.1076429980148,46.9710192943259,2.47688930622131,9.20966793106555,10.2409763313481,2.32344665376021,41.3542889166933,71.8285773304699,61.0286507885466,49.6268126671371,341948.857595639,5676571.8163573,51.2186305623262,12.7368053524387
Phantomkroete,Pseudoamphicus paradoxus,Papa,1422,2018,kurz,554,Metall,10.6433273897528,42.4123441087643,1.37460526427487,10.1076429980148,10.4745709306193,1.20552853207088,46.9710192943259,91.0968267188603,68.5935004283508,48.3545339489065,341948.857595639,5676571.8163573,51.2186305623262,12.7368053524387
Phantomkroete,Pseudoamphicus paradoxus,Papa,1047,2019,kurz,554,Metall,9.77519564414408,44.1647354570945,4.3050937546595,10.6433273897528,10.8576535284119,2.24987823709485,42.4123441087643,25.4585583731896,30.4507291817159,45.8689267579844,341948.857595639,5676571.8163573,51.2186305623262,12.7368053524387
Phantomkroete,Pseudoamphicus paradoxus,Papa,55,2020,kurz,554,Metall,9.41893896895113,28.9847469723536,2.67495502478745,9.77519564414408,10.8835086139011,3.26809781066112,44.1647354570945,44.0933057821241,54.3086317663318,49.8911706988939,341948.857595639,5676571.8163573,51.2186305623262,12.7368053524387
Phantomkroete,Pseudoamphicus paradoxus,Papa,328,2021,mittel,554,Metall,7.77725850701909,60.3385180799453,2.17685575610147,9.41893896895113,11.1924939381657,4.5852769873076,28.9847469723536,57.7057495005762,52.8948439275672,52.4030735774151,341948.857595639,5676571.8163573,51.2186305623262,12.7368053524387
Phantomkroete,Pseudoamphicus paradoxus,Papa,528,1998,mittel,355,Netzgitter,10.2050999533797,43.3121056212028,1.99245838697538,8.5518992018868,8.61854175071737,1.08547188608548,54.3761792503337,67.4770726800527,39.0929744875429,43.180501656091,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,480,1999,kurz,355,Netzgitter,10.0930571720341,56.7502384240172,2.29448102236895,10.2050999533797,8.30597760386453,2.87563273656436,43.3121056212028,100.756239618373,74.1488492504793,35.6485049785463,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,338,2000,kurz,355,Netzgitter,10.9380831182294,66.5648131503819,1.93516516043934,10.0930571720341,10.4273155249317,2.06729319872442,56.7502384240172,83.7519907150464,48.2798188388759,57.9995909983232,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,375,2001,kurz,355,Netzgitter,8.85667137701184,65.5615320202493,1.60964058279991,10.9380831182294,11.2340200554817,2.74639170685249,66.5648131503819,54.9426376651214,46.3517955923939,54.5084801219945,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,231,2002,kurz,355,Netzgitter,9.8339520884967,40.3125386830201,1.89758315338,8.85667137701184,10.0104464324685,0.823304733409836,65.5615320202493,74.0194809444714,66.5247523287595,48.9846863771199,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,44,2006,kurz,355,Netzgitter,8.23730277366905,57.875787690226,1.35332290742211,9.03497838531465,10.3708454737458,0.829789490436358,41.7538560908452,85.1419328226731,38.4972151442984,72.4833856944304,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,2303,2007,kurz,355,Netzgitter,11.3474570487386,64.1643949234832,2.62889834533479,8.23730277366905,12.4635954598524,0.208495663203164,57.875787690226,52.9732787565317,48.9018364961687,40.6086456511177,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,203,2008,kurz,355,Netzgitter,9.47633330169166,65.4078451175295,1.87263269246246,11.3474570487386,8.50753710320449,3.95873219859919,64.1643949234832,70.7432656806906,70.5167995912645,55.6361950420583,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,1079,2009,kurz,355,Netzgitter,10.8761031432589,54.9451481275731,2.24002250258087,9.47633330169166,9.55353333382841,3.76402682147883,65.4078451175295,82.8247532079828,55.7837826231712,55.8793293598525,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,633,2010,kurz,355,Netzgitter,8.41042801862819,59.0819840458179,2.43801694367231,10.8761031432589,10.6221168903267,-0.413081061612428,54.9451481275731,77.1438466457817,60.5890058289669,56.0026838657046,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,335,2011,kurz,355,Netzgitter,10.5441676649347,35.8652218635966,2.16896405582431,8.41042801862819,8.77232251016982,-2.71316411629096,59.0819840458179,115.258941576579,89.1152843158353,61.7627140498233,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,255,2012,mittel,355,Netzgitter,10.8103947083595,29.2546693857063,2.56177889473307,10.5441676649347,10.3372145621116,1.90710145129194,35.8652218635966,109.000406145331,38.1881888904647,48.9690145430202,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,160,2013,kurz,355,Netzgitter,7.23689130381695,70.3566148002892,1.00358400191073,10.8103947083595,9.89466206310191,0.155536892638569,29.2546693857063,82.1892573487596,54.0317545990499,68.0239455181744,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,936,2014,kurz,355,Netzgitter,10.8057972432615,56.8301645788584,3.8928099142101,7.23689130381695,9.98372228659307,1.11521518338112,70.3566148002892,97.0554713189424,50.092122466662,59.965890538456,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,272,2015,kurz,355,Netzgitter,9.4811054768167,39.1652836667052,2.46402535826911,10.8057972432615,11.6913170819254,3.28014714698379,56.8301645788584,80.999235407954,59.8494641015245,40.2827943311116,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,158,2016,kurz,355,Netzgitter,9.33875901840371,42.1944833914093,1.8587713340962,9.4811054768167,10.305361591349,4.03023554912901,39.1652836667052,83.313431906718,70.5182081090117,33.7626713558831,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,581,2017,kurz,355,Netzgitter,10.2736026003641,47.4181657519284,2.52660990505552,9.33875901840371,10.2725801768098,2.51737802547029,42.1944833914093,73.8510322927613,69.8360678481718,58.4559958360755,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,117,2018,kurz,355,Netzgitter,10.9587119199922,44.8934718230175,1.40718304851747,10.2736026003641,10.5671999384011,1.23660211047615,47.4181657519284,95.0811588949813,60.8462395479011,48.8217641305683,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,883,2019,mittel,355,Netzgitter,9.95699220655609,48.2699301793401,4.38208359543037,10.9587119199922,11.0900944840602,2.25590999340864,44.8934718230175,32.4503771554341,29.1647674010546,49.8580046063056,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,67,2020,mittel,355,Netzgitter,9.467965195268,28.3756958590668,2.67086849038521,9.95699220655609,11.1159007588805,3.13351643658414,48.2699301793401,38.9644523389108,43.7655480985713,55.4450816295977,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,18,2021,kurz,355,Netzgitter,7.83278836324962,50.7737342575554,2.11879843930607,9.467965195268,11.0872730782005,4.47953534053087,28.3756958590668,62.9822504535721,50.2794132941595,46.0001053884044,402209.843167741,5666682.02241918,51.1432312005539,13.6020364723134
Phantomkroete,Pseudoamphicus paradoxus,Papa,1050,1998,mittel,476,Unbekannt,10.0960705755143,45.0250906741291,1.96664121512395,8.41889470526269,8.52899931889049,1.00349401951377,55.6645268495315,69.0821550018209,40.7535680923864,46.5378845304174,403800.179375412,5668452.18626333,51.1594138724743,13.624290967529
Phantomkroete,Pseudoamphicus paradoxus,Papa,1447,1999,kurz,476,Unbekannt,9.95957875698057,53.2451021719537,2.25678349874171,10.0960705755143,8.17531881590865,2.75179315948687,45.0250906741291,99.1202092997233,76.2944444438507,36.1880969141007,403800.179375412,5668452.18626333,51.1594138724743,13.624290967529
Phantomkroete,Pseudoamphicus paradoxus,Papa,2246,2000,kurz,476,Unbekannt,10.8183899424141,67.444976872838,1.90545314157784,9.95957875698057,10.2889204273798,1.8304790407315,53.2451021719537,81.6222431373669,50.5468411606827,59.3897462689116,403800.179375412,5668452.18626333,51.1594138724743,13.624290967529
Phantomkroete,Pseudoamphicus paradoxus,Papa,1783,2001,kurz,476,Unbekannt,8.73407862561394,67.0369242428223,1.59135408152152,10.8183899424141,11.144500401998,2.57082280417375,67.444976872838,58.5855222507267,47.0432328020199,58.7366393049857,403800.179375412,5668452.18626333,51.1594138724743,13.624290967529
Phantomkroete,Pseudoamphicus paradoxus,Papa,2183,2002,kurz,476,Unbekannt,9.72692508510202,41.9791665534012,1.8736925998194,8.73407862561394,9.85340017546108,0.680847246482988,67.0369242428223,74.3375704092202,68.4663063253592,51.5349371015753,403800.179375412,5668452.18626333,51.1594138724743,13.624290967529
Phantomkroete,Pseudoamphicus paradoxus,Papa,1900,2003,kurz,476,Unbekannt,9.87734125992106,32.0126748438303,1.8411108381896,9.72692508510202,9.17145499760964,1.7445478700169,41.9791665534012,105.694019425129,90.6956934013634,53.4771435224106,403800.179375412,5668452.18626333,51.1594138724743,13.624290967529
Phantomkroete,Pseudoamphicus paradoxus,Papa,1168,2006,kurz,476,Unbekannt,8.14030858286168,58.9457384894433,1.32640502319521,8.95101835669665,10.3198719419487,0.665225040361896,41.7876662409582,87.371303341001,40.0071028198606,75.1143064764107,403800.179375412,5668452.18626333,51.1594138724743,13.624290967529
Phantomkroete,Pseudoamphicus paradoxus,Papa,1516,2008,kurz,476,Unbekannt,9.37700097164544,67.3151916194558,1.83072496663451,11.3027711429537,8.37788120335023,3.82259404898874,64.4160792914165,74.6872117223472,72.1627808822719,56.5980935706791,403800.179375412,5668452.18626333,51.1594138724743,13.624290967529
Phantomkroete,Pseudoamphicus paradoxus,Papa,562,2010,kurz,476,Unbekannt,8.31599769961645,60.9150461797888,2.40586814441503,10.7741343916053,10.5162030238287,-0.536692388783758,55.826890164219,78.8108389148488,61.4814305586104,57.6884912626457,403800.179375412,5668452.18626333,51.1594138724743,13.624290967529
Phantomkroete,Pseudoamphicus paradoxus,Papa,610,2012,kurz,476,Unbekannt,10.7091621681137,30.5361180932101,2.51050771003909,10.4755982971765,10.3024792377934,1.77362005097638,36.505605981508,112.588151932657,38.3239582638642,50.9383835545328,403800.179375412,5668452.18626333,51.1594138724743,13.624290967529
Phantomkroete,Pseudoamphicus paradoxus,Papa,293,2006,kurz,420,Netzgitter,8.11411789086685,59.6947105903313,1.32992822195332,8.89269333023002,10.2546903193235,0.660486009919122,41.9946099546512,87.3101663456317,39.9584868434914,75.7813902149919,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,511,2007,kurz,420,Netzgitter,11.2284116601085,64.4248383709242,2.58085713113308,8.11411789086685,12.3377510152549,0.0781931110182386,59.6947105903313,57.3252970827195,49.5586043756317,43.0445096452689,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,134,2008,kurz,420,Netzgitter,9.34278154662699,66.6089322631494,1.83378862836925,11.2284116601085,8.3654293491943,3.8196836740855,64.4248383709242,74.3984580292595,72.4764024711351,57.2050224888555,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,18,2009,kurz,420,Netzgitter,10.7195638024836,56.7332131221441,2.2021566779204,9.34278154662699,9.42853153171038,3.61487265036442,66.6089322631494,83.7020666318984,57.4174848803856,56.6023068385798,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,76,2010,kurz,420,Netzgitter,8.26022479216932,60.2777893464568,2.38601674947287,10.7195638024836,10.4819320451019,-0.528041020312331,56.7332131221441,78.0530453576184,62.1650344170121,57.6222908631578,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,150,2011,kurz,420,Netzgitter,10.4153650144844,36.1075722499277,2.14978622437301,8.26022479216932,8.62774527033564,-2.80590699504556,60.2777893464568,118.375681642505,89.8187699432528,62.6327683662816,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,37,2012,mittel,420,Netzgitter,10.6761148799603,30.3635562365095,2.51698498639179,10.4153650144844,10.2563413759709,1.77009902676749,36.1075722499277,112.140589802768,38.9603984173194,51.2726976661217,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,15,2013,kurz,420,Netzgitter,7.10087401737077,71.2805322354262,0.98768017251388,10.6761148799603,9.74341643452266,-0.0119978218891543,30.3635562365095,82.8504406315863,55.1750442824714,70.3633784555664,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,193,2014,kurz,420,Netzgitter,10.6943443868774,57.8829461078816,3.84272272296488,7.10087401737077,9.84278154662699,0.974146068892863,71.2805322354262,98.9006394319433,51.0418605715987,61.3196034457456,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,124,2015,kurz,420,Netzgitter,9.34192773512734,40.5099414034014,2.4057958460069,10.6943443868774,11.5831129928866,3.15250440774608,57.8829461078816,81.2728279263983,59.1048328288179,40.8520117278268,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,236,2016,kurz,420,Netzgitter,9.18141944542918,43.9834525252078,1.83123880404799,9.34192773512734,10.1684043016823,3.88092590368141,40.5099414034014,83.4892603367902,72.114182659221,34.9425021277443,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,132,2017,kurz,420,Netzgitter,10.1152653784353,48.1961791582554,2.49024740881202,9.18141944542918,10.1307725443006,2.40087401737077,43.9834525252078,77.0351133386267,70.745342357499,59.996283420604,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,430,2018,kurz,420,Netzgitter,10.8090769597688,46.1794116230351,1.3878924528518,10.1152653784353,10.4121282601996,1.09111965437451,48.1961791582554,94.6703168704209,62.0593668586828,50.0579290529684,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,1,2019,kurz,420,Netzgitter,9.80984094136451,49.3384277208201,4.31557485634345,10.8090769597688,10.9816365459391,2.11487265036442,46.1794116230351,32.755526247758,30.1387725826676,52.0842011473239,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
Phantomkroete,Pseudoamphicus paradoxus,Papa,20,2020,mittel,420,Netzgitter,9.35963365859868,29.5515354866609,2.61065803418347,9.80984094136451,11.0069656249257,2.98583774107942,49.3384277208201,40.0707607867474,45.678196642661,56.9022808119109,402504.181168602,5668760.22664503,51.1619636330244,13.6056798506032
